# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1)
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
# If some neutrino species are massless, or degenerate, the d_ncdm and t_ncdm columns may be missing below.
# 1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur        6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_tot                 10:phi     11:psi                   12:h                     13:h_prime               14:eta                   15:eta_prime     16:t_g                   17:t_b                   18:t_ur        19:t_ncdm[0]             20:t_ncdm[1]             21:t_ncdm[2]             22:t_tot
1.002652904000539215e-05 -1.110131184208499075e-06 -8.325983920107757095e-07 -8.325984648817237285e-07 -1.110131052837180425e-06 -8.976321097715428288e-07 6.417694556253239480e-01 5.958400014459427352e-01 1.665196929763447457e-06 9.912523977317989243e-09 9.999999282612259677e-01 -3.436408223629811586e-10 -9.565422594736244219e-16 -7.599688293129665571e-16 -2.274358547880171405e-15 -5.224030349439126941e-16
1.049906479565102304e-05 -1.217234624180653910e-06 -9.129259727694031810e-07 -9.129260603796139728e-07 -1.217234466237549386e-06 -9.842340289800832081e-07 6.417694473518268383e-01 5.958399951486181845e-01 1.825852120759227946e-06 1.086886634442230210e-08 9.999999213399963782e-01 -3.767946527014320687e-10 -1.150016663698100356e-15 -9.136834256471744490e-16 -2.734380341053138389e-15 -6.280665622401985172e-16
1.099387047536236879e-05 -1.334671207637346510e-06 -1.001003411299208475e-06 -1.001003516629844461e-06 -1.334671017747982512e-06 -1.079191143335871574e-06 6.417694430001015249e-01 5.958399923641202189e-01 2.002007033259688922e-06 1.191747488843806077e-08 9.999999137510195979e-01 -4.131471228232441075e-10 -1.382624166813447265e-15 -1.098489121199489816e-15 -3.287448180111887431e-15 -7.551020934857292310e-16
1.151199562832584752e-05 -1.463437856882305661e-06 -1.097578399359860440e-06 -1.097578525995086480e-06 -1.463437628585107442e-06 -1.183309546556580552e-06 6.417694363511615707e-01 5.958399878296570806e-01 2.195157051990172959e-06 1.306725128273921175e-08 9.999999054298746026e-01 -4.530068057735826745e-10 -1.662279855733781543e-15 -1.320674399883975539e-15 -3.952381934436882085e-15 -9.078323790773413506e-16
1.205453926745714600e-05 -1.604627679327803432e-06 -1.203470767548742187e-06 -1.203470919797786731e-06 -1.604627404854187566e-06 -1.297473105967356331e-06 6.417694291264121054e-01 5.958399828649377783e-01 2.406941839595573461e-06 1.432795597473022970e-08 9.999998963059187895e-01 -4.967120718756575288e-10 -1.998499872718547264e-15 -1.587799790773297393e-15 -4.751808166287054703e-15 -1.091454552606174549e-15
1.262265220055495281e-05 -1.759439233288457237e-06 -1.319579434648141538e-06 -1.319579617691698859e-06 -1.759438903298630388e-06 -1.422650954667444086e-06 6.417694243547672484e-01 5.958399805046966646e-01 2.639159235383397718e-06 1.571029118951447979e-08 9.999998863017037776e-01 -5.446339648496055287e-10 -2.402725398691319533e-15 -1.908955299498335168e-15 -5.712929931624337511e-15 -1.312217010544688929e-15
1.321753947131862056e-05 -1.929186719456756470e-06 -1.446890051232615663e-06 -1.446890271299388280e-06 -1.929186322721698571e-06 -1.559905732188349978e-06 6.417694141126557561e-01 5.958399729110018805e-01 2.893780542598776560e-06 1.722599159841923684e-08 9.999998753322975054e-01 -5.971792476292268160e-10 -2.888711192942035978e-15 -2.295068977515912729e-15 -6.868452264972491040e-15 -1.577631790219584593e-15
1.384046291540731710e-05 -2.115311123341953664e-06 -1.586483356500813895e-06 -1.586483621079299392e-06 -2.115310646361482925e-06 -1.710402594087584533e-06 6.417694001949759697e-01 5.958399616682390487e-01 3.172967242158598784e-06 1.888792408410336285e-08 9.999998633045873442e-01 -6.547939926438387687e-10 -3.472994529869344942e-15 -2.759279630183075101e-15 -8.257695569921184183e-15 -1.896730500858217819e-15
1.449274383696278121e-05 -2.319392469515088651e-06 -1.739544368961120702e-06 -1.739544687054509568e-06 -2.319391896058413100e-06 -1.875419120531986433e-06 6.417693903197261296e-01 5.958399549049887556e-01 3.479089374109019135e-06 2.071019673279288353e-08 9.999998501164620857e-01 -7.179673285411722259e-10 -4.175457860167195717e-15 -3.317383832680968221e-15 -9.927933351299651271e-15 -2.280371599872322590e-15
1.517576581127245683e-05 -2.543163215526138465e-06 -1.907372431872429738e-06 -1.907372814304813279e-06 -2.543162526079682369e-06 -2.056356146403920228e-06 6.417693814681900699e-01 5.958399496214369373e-01 3.814745628609626559e-06 2.270827880231007072e-08 9.999998356559711699e-01 -7.872355093809541788e-10 -5.020004519123179820e-15 -3.988372649313915126e-15 -1.193600072564814918e-14 -2.741609630780485628e-15
1.589097761951820481e-05 -2.788522931078468208e-06 -2.091392222628138831e-06 -2.091392682412897992e-06 -2.788522102181466631e-06 -2.254749630648632021e-06 6.417693649484006446e-01 5.958399368434832422e-01 4.182785364825795985e-06 2.489913233953779164e-08 9.999998198003600125e-01 -8.631865253173750592e-10 -6.035372449268828933e-15 -4.795078193114673849e-15 -1.435022871844545483e-14 -3.296139577248031940e-15
1.663989632183543899e-05 -3.057554498551681946e-06 -2.293165903151942465e-06 -2.293166455934851091e-06 -3.057553501998353213e-06 -2.472283755762985331e-06 6.417693515341890143e-01 5.958399276051233873e-01 4.586332911869702182e-06 2.730135535925002731e-08 9.999998024150280607e-01 -9.464651851738709820e-10 -7.256113692874364209e-15 -5.764952053175905445e-15 -1.725276879639700001e-14 -3.962831305552674675e-15
1.742411047520107096e-05 -3.352541734640564927e-06 -2.514406336132546386e-06 -2.514407000723669796e-06 -3.352540536519969559e-06 -2.710805176380570722e-06 6.417693354434450548e-01 5.958399160706879805e-01 5.028814001447339591e-06 2.993534037039818938e-08 9.999997833523869284e-01 -1.037778387370119834e-09 -8.723766937820132687e-15 -6.930996400176221934e-15 -2.074238944683699820e-14 -4.764370902272829343e-15
1.824528350297576344e-05 -3.675988774995785250e-06 -2.756991623508719337e-06 -2.756992422523140536e-06 -3.675987334537918484e-06 -2.972338693397361760e-06 6.417693165462511340e-01 5.958399020613943664e-01 5.513984845046281072e-06 3.282344751640060683e-08 9.999997624506236082e-01 -1.137901315813526895e-09 -1.048827424922354744e-14 -8.332890072170793345e-15 -2.493783573476159493e-14 -5.728033396827067621e-15
1.910515722324803919e-05 -4.030641385977964429e-06 -3.022981090293638706e-06 -3.022982050920106486e-06 -4.030639654167135755e-06 -3.259104486338358562e-06 6.417692995525904331e-01 5.958398906110966564e-01 6.045964101840212972e-06 3.599019380394441959e-08 9.999997395322934857e-01 -1.247683940177422540e-09 -1.260967911020178469e-14 -1.001833742816572236e-14 -2.998187099564943804e-14 -6.886610604486136782e-15
2.000555554346387138e-05 -4.419510201531802696e-06 -3.314632712235868679e-06 -3.314633867162990024e-06 -4.419508119437226667e-06 -3.573536902352970482e-06 6.417692768812466309e-01 5.958398735800584101e-01 6.629267734325980049e-06 3.946246200427957569e-08 9.999997144028538454e-01 -1.368058142408178068e-09 -1.516016756671085868e-14 -1.204468977628012456e-14 -3.604613506849224555e-14 -8.279526437711275202e-15
2.094838832917894286e-05 -4.845896343347450821e-06 -3.634422330953400583e-06 -3.634423719481221493e-06 -4.845893840119195479e-06 -3.918305172312385700e-06 6.417692568243996698e-01 5.958398608043000699e-01 7.268847438962442986e-06 4.326972817918642755e-08 9.999996868489507973e-01 -1.500045880916202881e-09 -1.822653030861368101e-14 -1.448090226994730278e-14 -4.333698364281590697e-14 -9.954179886966943006e-15
